id sim,seed,year,month,day,gini index,Bankruptcy risk(%),Top 20 vs bottom 20 income ratio,Coefficient of variation
3,4.908955068158961E18,2027,10,27,0.10221645113884557,0.0,1.702280114239475,0.1500896578902057
3,4.908955068158961E18,2028,10,26,0.1052886922239816,0.0,1.7281198816249794,0.15305691097180213
3,4.908955068158961E18,2029,10,27,0.10284513510221635,0.0,1.710953123242439,0.15029444347002335
3,4.908955068158961E18,2030,10,27,0.10475105718209295,0.0,1.730478093819856,0.1538913396911352
3,4.908955068158961E18,2031,10,27,0.10225890866187827,0.0,1.7048531895668269,0.14978177839088105
3,4.908955068158961E18,2032,10,26,0.09980769030803432,0.0,1.6832763953883,0.14637765184496182
3,4.908955068158961E18,2033,10,27,0.10254745337070016,0.0,1.7070661490237036,0.15018113131910688
3,4.908955068158961E18,2034,10,27,0.10197495298490841,0.0,1.700094736843147,0.14973623609439096
3,4.908955068158961E18,2035,10,27,0.10378713283559902,0.0,1.7185755439944694,0.15169059447079372
3,4.908955068158961E18,2036,10,26,0.10293440733365912,0.0,1.6999452876153667,0.15117558002895884
3,4.908955068158961E18,2037,10,27,0.10371388200701895,0.0,1.7233771847087853,0.15254536395557738
3,4.908955068158961E18,2038,10,27,0.10511953648195783,0.0,1.7372444053018004,0.153838902015164
3,4.908955068158961E18,2039,10,27,0.1031476570400076,0.0,1.7149183113124462,0.15144991450195985
3,4.908955068158961E18,2040,10,26,0.10050596989151249,0.0,1.685268122405215,0.14747639444725194
3,4.908955068158961E18,2041,10,27,0.10518316511454666,0.0,1.7336335017075528,0.15464308455225834
3,4.908955068158961E18,2042,10,27,0.10363892576761462,0.0,1.7213896082858715,0.15206436399692658
3,4.908955068158961E18,2043,10,27,0.10386296558404447,0.0,1.722769709714086,0.1523988319229098
3,4.908955068158961E18,2044,10,26,0.09959754477303957,0.0,1.6793331772973026,0.14530031264520593
3,4.908955068158961E18,2045,10,27,0.10245913071358612,0.0,1.7045894068378058,0.15029718762581368
3,4.908955068158961E18,2046,10,27,0.10652256059245281,0.0,1.7517414163052016,0.1564674752589977
3,4.908955068158961E18,2047,10,27,0.10552961406485958,0.0,1.7279803345113307,0.15502795091253427
3,4.908955068158961E18,2048,10,26,0.14786839124461656,0.0,2.2032635362528135,0.21605620780910142
3,4.908955068158961E18,2049,10,27,0.12860148948371894,0.0,1.9807496702663923,0.1888577225746223
